customer_tweet_id,customer_text,historical_brand_reply,predicted_intent,confidence,best_similarity,retrieved_count,action,decision_reason,retrieved_reply
368344,@AppleSupport Got that much? Will all photos come over? https://t.co/O2A4HLD6Hd,"@203276 As long as you have enough space and an uninterrupted internet connection, yes - they should all transfer.",general_support,0.4342,1.0,12,ESCALATE,Intent is too broad or unclear,"@203276 As long as you have enough space and an uninterrupted internet connection, yes - they should all transfer."
449427,@AppleSupport iOS 11.1.2.. apps are updated too,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT,software_update_issue,0.9898,1.0,19,AUTO-HANDLE,High-confidence historical match,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT
1857367,@115858 the sms counter in #ios11 doesn’t work #apple #shitdoesntwork https://t.co/4UxCYtTgDj,@555445 We’d like to take a look at this further together. Can you start by letting us know your current iOS version via DM? https://t.co/GDrqU22YpT,other,0.275,1.0,3,ESCALATE,Intent is too broad or unclear,@555445 We’d like to take a look at this further together. Can you start by letting us know your current iOS version via DM? https://t.co/GDrqU22YpT
1363301,@AppleSupport Now what? Ik krijg de update niet gedownload. Maar melding zegt niet waarom update niet lukt. https://t.co/BCEMqbhjKb,@437434 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,software_update_issue,0.9972,0.2669,8,ESCALATE,Low historical similarity,@780066 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3w3RGR
2676517,"@AppleSupport No, my phone is more than slow, I almost has anothe iPhone 6 and it hasn’t been actualized and works perfectly.",@753317 Join us in a DM and provide more details about the iPhone being actualized. https://t.co/GDrqU22YpT,performance_freezing,0.6807,0.2158,1,ESCALATE,Device-specific troubleshooting required,"@259764 Was this after installing iOS 11.0.2? https://t.co/80YRnjDFDk Send us a DM and let us know the country you're in, too. https://t.co/GDrqU22YpT"
1433707,@115858 The letter “eye”💀,@452882 That should not be happening. Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT,other,0.628,0.6212,5,ESCALATE,Intent is too broad or unclear,@490329 Let's check out the steps here to work around this issue: https://t.co/xU1AGHStV6
1699794,yo...... @115858..... i need this phone issue fixed reallll quick,@515473 We're here to help. Can you tell us what's going on with your iPhone?,other,0.2553,1.0,15,ESCALATE,Intent is too broad or unclear,@515473 We're here to help. Can you tell us what's going on with your iPhone?
2438561,"@AppleSupport High Sierra 10.13.1
Happens randomly as I move around in different programs. Sometimes if there is any stylization on text this also causes issues with pasting. Computer is a late 2015 mac book pro. If its just me let me know, but looks like an issue according to google search","@531982 Just to be clear, you're now having issues with High Sierra copy and paste? As in, the copied text does not retain its formatting? What applications are copying from and to?",general_support,0.2442,0.4208,10,ESCALATE,Intent is too broad or unclear,@532501 Do you have another user account that you can use to see if this still happens there? If not let's go ahead and create a test user account to try this out. You can see how to do so here: https://t.co/yoThHdqdHe
2517137,Spent $1000 on a new @115858 phone. Still sucks @AppleSupport. Keyboard still doesn’t work. How is that possible? https://t.co/px63396qlC,"@312715 For that issue we recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/IMtPAPAGBR 

Let us know if you are facing any other issues with the keyboard.",device_functionality_issue,0.5015,0.381,9,ESCALATE,Device-specific troubleshooting required,@491224 We'd like to help with that. DM us and let us know what device you're using when this happens. https://t.co/GDrqU22YpT
562377,"@AppleSupport my phone keeps on crashing with spinning wheel before immediately turning into black. Didn’t do anything funky; iPhone 8, iOS 11. Any advice to get this fix?","@251591 We want to help. First, we'd suggest following the steps here to resolve the issue: https://t.co/osZOKKTalm If you need further assistance, let us know.",software_update_issue,0.5557,0.3366,14,ESCALATE,Low intent confidence,@239551 Are all of your apps up to date on your phone? Let us know in a DM. https://t.co/GDrqU2kzhr
2500953,@AppleSupport OK I’m having issues with the camera. It’s happened more than one day and more than a few times in a day so I just thought I’d let y’all know,@149760 What issues are you having with your camera? Are you not able to see the preview coming up?,device_functionality_issue,0.2118,1.0,1,ESCALATE,Device-specific troubleshooting required,@149760 What issues are you having with your camera? Are you not able to see the preview coming up?
2068329,Poor customer service @115858 Lakeside. So disappointed and basically told I am lying. Might have to consider not buying Apple again.,@611648 That's not an experience we want anyone to have and we'd like to learn more. Please DM us more details. https://t.co/GDrqU22YpT,other,0.2792,1.0,11,ESCALATE,Intent is too broad or unclear,@611648 That's not an experience we want anyone to have and we'd like to learn more. Please DM us more details. https://t.co/GDrqU22YpT
1761172,"@115858 why do you not have an update yet? Now every time I type I️t, I️t is capitalized! 😒",@124881 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_update_issue,0.7908,1.0,10,AUTO-HANDLE,High-confidence historical match,@124881 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
304012,@AppleSupport Can iPhones be remotely removed from iCloud account if isn’t in  possession anymore or does this need to happen on that phone?,@188582 That can be done remotely. Here's an excellent article with the information you'll need: https://t.co/qu9pwUo3iJ,account_or_billing_issue,0.6075,0.2454,13,ESCALATE,Sensitive or unresolved issue,"@200737 Being separate email accounts, the best option would be forwarding to consolidate. https://t.co/VZg6t959Fh can help with that."
1851017,".@115858 iOS11 has ruined the 6s. Major issues, can't use phone. Display, volume, calls hang up, music play out of the blue. Total mess @136958","@358477 We'd be happy to work with you to resolve those issues. Since the initial update, have you been able to update to iOS 11.0.3?",device_functionality_issue,0.2185,0.2358,2,ESCALATE,Device-specific troubleshooting required,@464946 Let us help! What kind of issues are you having? Are you having issues with the on screen keyboard or an external keyboard?
2009049,@115858 you need to fix this shit I️,"@594074 We've released an update which should fix this issue. To install this version, iOS 11.1.2, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk

DM us if we can help with anything else! https://t.co/GDrqU22YpT",other,0.8814,1.0,13,ESCALATE,Intent is too broad or unclear,"@594074 We've released an update which should fix this issue. To install this version, iOS 11.1.2, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk

DM us if we can help with anything else! https://t.co/GDrqU22YpT"
1734382,@AppleSupport 7s,@523743 We'd like to look into this further with you. Could you please send us a DM so we can continue on this? https://t.co/GDrqU22YpT,general_support,0.3012,0.4567,7,ESCALATE,Intent is too broad or unclear,"@669487 We recommend creating backup of your data, and update your iOS to iOS 11.1.2. This article has the details: https://t.co/80YRnjDFDk"
2835779,"@AppleSupport ever since High Sierra was installed on my MBP, while shutting down Laptop, green screen appears randomly and turns off. Testd on Early 2015 and 2017 model","@789325 We're here to help. Send us a DM, and we'll take a closer look at your MacBook Pros together there. https://t.co/GDrqU22YpT",device_functionality_issue,0.3645,0.2172,2,ESCALATE,Device-specific troubleshooting required,"@542861 We want to help with your MacBook Air. To verify, did the installation of High Sierra complete without issues and was the question mark flashing? 

If so, take a look at this article to help you boot into Recovery and resolve the issue: https://t.co/lTCirYxzVg"
498584,@AppleSupport how come after every update I have this problem. It is so frustrating when I just want to add some songs onto my iPhone! My iTunes is update and my phone is so why won’t it sync? Help me please! https://t.co/0KG4RnT3UR,@234023 We're sorry to hear that you're having issues! Send us a DM and let us know what version of iTunes you're running on your computer. https://t.co/GDrqU2kzhr,software_update_issue,0.8863,0.237,4,ESCALATE,Low historical similarity,"@361076 We're here to help! Send us a DM, and we'll take a look at the issue together there. https://t.co/GDrqU22YpT"
604021,Can’t update or download FREE apps due to a billing problem? Wtf @115858 ?? #apple #iPhoneX,"@263568 Thanks for reaching out. We’d like to get you in touch with an expert from our iTunes team, so they can assist further. Use this link to get connected with them: https://t.co/SDIe7UiyJN",software_update_issue,0.4935,0.0,0,ESCALATE,Low intent confidence,
2293548,@AppleSupport I have now done 2 workouts lasting at least 11 minutes but my Veterans Day Challenge is still not giving me the achievement,"@666022 We want to help with this. To start, in DM please reply with your current country. Also, please let us know if you've had a chance to restart your device since the workouts. https://t.co/GDrqU22YpT",general_support,0.2315,0.4418,9,ESCALATE,Intent is too broad or unclear,@667653 Let's look into this with you. What Apple Watch are you using? Are you on the latest software for your Watch and iPhone? Let us know in a DM to continue. https://t.co/GDrqU22YpT
387513,Wish this update wouldn’t have screwed my phone up so much @115858,"@207722 You've reached the right place for support. To start, can you tell us more about what's happening with your iPhone?",software_update_issue,0.7176,0.3979,12,ESCALATE,Low historical similarity,@663601 We'd be happy to see how we can help. What's going on?
1724815,"And y’all think y’all slick, IPhone X Come out and now all of a sudden my phone won’t hold a charge @115858",@521672 We are glad to help. Are you using a original charger? Let us know in DM. https://t.co/GDrqU22YpT,battery_issue,0.54,0.4467,15,ESCALATE,Low intent confidence,"@284426 Let's look into this together!  To do that, let us know if this helps: https://t.co/EqJrZrFL9k"
52988,@AppleSupport @127939 The letter eye,@127938 Thanks for reaching out. DM which specific iOS version you are suing at this time so we can help. https://t.co/GDrqU22YpT,general_support,0.3379,0.6619,12,ESCALATE,Intent is too broad or unclear,@487626 We've got you. Try this workaround: https://t.co/xU1AGHStV6
1895540,"@AppleSupport My phone keeps freezing, my alarm is going off without sound and my speaker phone doesn’t work since I’ve done iOS 11 update","@564990 We want to help. Please let us know in DM the exact software version you're using on your iPhone, and we'll look into this. https://t.co/GDrqU22YpT",software_update_issue,0.9661,0.3842,10,ESCALATE,Low historical similarity,@695152 We're happy to help! Join us in DM with the iPhone model that you're using to get started. https://t.co/GDrqU22YpT
1639014,Why does iOS 11 always have Bluetooth turned back on whenever I restart it? It should only be on when I turn it on. @AppleSupport,"@501172 Great question, we can help! The Control Center works a little differently now in iOS 11: https://t.co/G7BHuQnDS6",software_update_issue,0.6639,0.3439,10,ESCALATE,Low historical similarity,@495341 We can help! Take a look at this article for how this feature works in iOS 11: https://t.co/G7BHuQnDS6 DM us any questions https://t.co/GDrqU22YpT
1747427,"@AppleSupport 
Hi, I’m facing an issue / bug on my iPad Pro 10.5 since I updated to iOS 11 om Mail App!
This issue is only on iPad and I’m not facing it on iPhone!
If I marked more than 10 emails and hit delete. The app just freezes and do nothing &amp; less than that its possible!?",@526779 Send us a DM to proceed. https://t.co/GDrqU22YpT,software_update_issue,0.5353,1.0,8,ESCALATE,Low intent confidence,@526779 Send us a DM to proceed. https://t.co/GDrqU22YpT
1918923,IOS 11 made my iPhone 7 plus look like an iPhone 5 in terms of battery life. Cheap tactics @115858,@571453 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble. https://t.co/GDrqU22YpT,battery_issue,0.956,0.3242,1,ESCALATE,Low historical similarity,"@141455 We’d love to help with your battery life. To start, please send us a DM. https://t.co/GDrqU22YpT"
118076,@116333 the new iOS update jacked my phone up. Send me a new one.,@142181 We'd like to know more about what's going on with your iPhone and do everything we can to help. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,software_update_issue,0.9531,0.6499,12,AUTO-HANDLE,High-confidence historical match,@164949 Thanks for reaching out to us for support. We would love to help you. Please tell us what is going on with your phone.
895995,@AppleSupport 6 giant,@332787 Let's pair up in DM and we'll take a closer look at the issues you are seeing.,general_support,0.574,0.1361,15,ESCALATE,Intent is too broad or unclear,"@496068 We're here for you. Send us a DM with your current iOS version, and we'll continue there. https://t.co/GDrqU22YpT"
1784927,@AppleSupport My Apple Watch Update is stuck. It’s been verifying itself for hours and won’t install. https://t.co/p1X9edfUVS,@536282 We can help get things rolling for you. Let's try the steps here: https://t.co/s6t9pl6tpv DM us if those don't help. https://t.co/GDrqU22YpT,software_update_issue,0.4782,0.3138,11,ESCALATE,Low intent confidence,@640045 Thanks for reaching out. Which iPhone model are you using the Apple Watch with and which iOS version is on the iPhone?
1327433,@AppleSupport help please. Apple Music won’t work. Keeps crashing whenever I do anything on it,@429710 We'll be happy to assist as best we can. When did this start happening? Can you give us some detail on what you are trying to do with it?,performance_freezing,0.4796,0.5471,4,ESCALATE,Device-specific troubleshooting required,@593027 We want you to be able to use your Apple Music. Let's try this. https://t.co/RqqIctrDWV DM us for further help. https://t.co/GDrqU22YpT
1670147,"@AppleSupport Hey, I got a new MBP13"" 2016. The space bar stopped working and after trying to fix it it broke completely. What can I do?",@508444 Let's look at options with you. Here's a link to DM us. https://t.co/GDrqU22YpT,information_or_how_to,0.3076,0.2797,3,ESCALATE,Low intent confidence,@572939 We'll be happy to look into this with you. DM us which country you're in and we'll look into your options with you there. https://t.co/GDrqU22YpT
2849163,@115858 @AppleSupport Very disappointing Genius Bar app today. Faulty speaker on my phone and want to charge £50 ish. Phones is 6 wks ish over warranty. Yet I’ve been trying to book in for 8 weeks but can’t get app to suite my diary till today. #timeforasamsungafter10yearswithyou,@127412 Thank you for reaching out to us. We'd like to take a closer look into this with you. DM us when the first time you contacted Apple about this issue. https://t.co/GDrqU22YpT,battery_issue,0.3036,0.1647,1,ESCALATE,Low intent confidence,"@343190 Hi, thanks for reaching out. We want to help get your daughter’s iPhone working as it should. Please DM us to get started. https://t.co/GDrqU22YpT"
1248734,My @115858 tv is not working #notamused,@412984 We'll do everything we can to assist. You can connect with our Apple TV specialists here: https://t.co/IBIY3vMgPj,other,0.5711,0.8679,6,ESCALATE,Sensitive or unresolved issue,@532665 Our Apple TV support team will be glad to partner with you on this. They can be reached here: https://t.co/IBIY3vMgPj
689384,@AppleSupport Thanks apple that worked @AppleSupport,@284735 Awesome. Feel free to reach out if you have a question or concern in the future. We're here for you. Take care!,general_support,0.4487,0.5699,20,ESCALATE,Intent is too broad or unclear,"@193643 You're welcome and thank you! Let us know if you need anything else, we love to help! We hope you have a great day."
1864244,@AppleSupport is there not a way to delete an email on one device and it deletes from all others? Deleting from 📱💻🖥 is tedious.,@532632 Hi there. We'd be glad to help with this. DM and tell us which device and email account you have and we'll go from there. https://t.co/GDrqU22YpT,information_or_how_to,0.3963,0.2939,8,ESCALATE,Low intent confidence,"@302077 We're happy to help. From your inbox, you can use the Edit button (top right corner) to select and delete multiple emails at once."
2676554,@AppleSupport Only from 11.0.0 - which is when all the issues began.,"@753325 We have a new version of iOS 11 available. If you have a backup, we suggest updating to the latest as a solution.",general_support,0.5248,1.0,20,ESCALATE,Intent is too broad or unclear,"@753325 We have a new version of iOS 11 available. If you have a backup, we suggest updating to the latest as a solution."
928424,@AppleSupport So how can i get a refund for getting charged for an individual and family plan when i just have individual,@340293 Thanks for reaching out.  Let's get you in touch with an iTunes Store Advisor for further assistance at: https://t.co/SDIe7UiyJN,account_or_billing_issue,0.3032,0.4343,5,ESCALATE,Sensitive or unresolved issue,"@760395 For help with refunds, you can reach out iTunes Store group using this link: https://t.co/SDIe7UiyJN"
1582064,"@AppleSupport why does this keep replacing my ""I"" on my phone whenever its posted on any app https://t.co/BLBwEhvS80",@486984 We're glad you reached out. Take a look here for steps to help with this issue: https://t.co/evcqP6KgPj,app_or_itunes_issue,0.5498,0.3987,4,ESCALATE,Low intent confidence,@158590 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
388547,@AppleSupport why won’t my bandage app icons show how many notifications I’ve got ?,@207935 We've received your DM and will continue with you there.,app_or_itunes_issue,0.6743,1.0,7,AUTO-HANDLE,High-confidence historical match,@207935 We've received your DM and will continue with you there.
215336,@115858 you guys are really killing me with this messed up ISO update....🙄it took me 45 mins to write this since my phone KEEPS FREEZING!!!!,@167163 Lets take a look at this for you. Send us a DM and we can go over some options. https://t.co/GDrqU22YpT,software_update_issue,0.5693,0.2741,14,ESCALATE,Low intent confidence,@608040 We want to be sure you can enjoy the new update. We'd love to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
252866,@115858  can you please update your maps for the new queensferry bridge. I’m nae in the middle of the north sea and my phone is yellin @ me. https://t.co/nV6JQN01fQ,"@176091 Thanks for reaching out. We'd like to have you ""Report an issue in Maps"" following the steps here:  https://t.co/jiMIBQw7go",software_update_issue,0.895,0.2697,11,ESCALATE,Low historical similarity,"@608650 While we can't downgrade our iOS, we'd be glad help with any issues. Send us a DM with details, and we'll start there. https://t.co/GDrqU22YpT"
1000092,"@AppleSupport your c/s sucks, I was just disconnected after waiting on hold for 45+ minutes",@356770 That's not the experience we want you to have. Tell us in DM what's going on so we can determine the best support for you today. https://t.co/GDrqU22YpT,connectivity_issue,0.2274,0.252,1,ESCALATE,Low intent confidence,"@157663 We'd like to take a look at what's happening. DM us with some details, and we'll go from there. https://t.co/GDrqU22YpT"
1811833,@AppleSupport Guessing that's a no?,"@544343 Let us know via DM if the steps we provided earlier had any impact, or if you received an error. Thanks in advance. https://t.co/GDrqU22YpT",general_support,0.3412,0.3448,15,ESCALATE,Intent is too broad or unclear,@625067 Our Community threads are monitored as well. Let's help address these issues today. DM us with your exact symptoms to start. https://t.co/GDrqU22YpT
2973434,"@AppleSupport Yes, I do have one more, meaning I have to reset Watch and do it all over again? Thanks 🙏",@820054 Correct.,general_support,0.4619,1.0,20,ESCALATE,Intent is too broad or unclear,@820054 Correct.
720686,Hi @AppleSupport.. I don’t like the feel of the iOS 11 on my iPhone 7+.. Can you please help me revert to the iOS 10?,@292487 We would like to offer some assistance.  Please send us a DM so we can continue. https://t.co/GDrqU22YpT,software_update_issue,0.5734,0.3506,11,ESCALATE,Low intent confidence,"@556723 Due to security &amp; privacy improvements, downgrading is not supported. We can work together to troubleshoot the issue. DM us. https://t.co/GDrqU22YpT"
1539974,"@AppleSupport My apps are freezing constantly, my home &amp; lock buttons stop working, and my phone shuts off randomly",@166038 We want to help get your iPhone is performing as expected. Send a DM and tell us the Version in Settings &gt; General &gt; About. https://t.co/GDrqU2kzhr,performance_freezing,0.6801,0.2715,13,ESCALATE,Device-specific troubleshooting required,@387694 Let's look into this together. Send us a DM with the iOS 11 version number and which iPhone you have. https://t.co/GDrqU22YpT
1089896,@AppleSupport why does new update prevent other music sources. i can’t change @115888 songs from control center or headphones now,@377132 Music is awesome and we'd like to get you back enjoying the music on your device. Which model do you have and any steps tried?,software_update_issue,0.4563,0.3135,3,ESCALATE,Low intent confidence,@718517 Happy to help. We've answered your DM. Look for our communication there.
2525542,"@AppleSupport Hello. I'm on iOS 11.1.1. This happens with all audio (Music app, Podcasts, Safari audio. Dropbox audio etc). Only on the lock screen though. The scrubber is frozen and so is the time duration and time remaining. But I can play, pause and skip as usual.",@324976 Let's take a closer look together. Please DM us when you first experienced this behavior and we can go from there. https://t.co/GDrqU22YpT,device_functionality_issue,0.2658,0.2314,4,ESCALATE,Device-specific troubleshooting required,"@186229 If you've already updated to iOS 11.0.2 and this persists, then let's move to DM where we can dig in deeper. https://t.co/GDrqU22YpT"
1837275,@AppleSupport I have an iPhone 6s and it’s currently updated,@550819 Thank you for keeping your iPhone fully updated. Does the behavior occur when screen recording on other apps or in general?,software_update_issue,0.6882,1.0,10,AUTO-HANDLE,High-confidence historical match,@550819 Thank you for keeping your iPhone fully updated. Does the behavior occur when screen recording on other apps or in general?
2025077,@AppleSupport @115948 What's this 🤷🏾🤷🏾🤷🏾 yall even gave me an invoice... Im being scammed @115948 @AppleSupport https://t.co/V4vpBFFTsh,@598890 Thank you for reaching out. We know how concerning it is to see unexpected charges. Reach out to us in DM and we’ll help. https://t.co/GDrqU22YpT,general_support,0.29,1.0,6,ESCALATE,Intent is too broad or unclear,@598890 Thank you for reaching out. We know how concerning it is to see unexpected charges. Reach out to us in DM and we’ll help. https://t.co/GDrqU22YpT
619508,@115858 what's the problem? After I finish a call with changing cable plugged https://t.co/fUnUsGaj7f,"@175233 That's a colorful looking screen! Is that what you're referring to when you plug in the charger? We'll help however we can, we just want to ensure we're on the same page.",information_or_how_to,0.2205,1.0,6,ESCALATE,Low intent confidence,"@175233 That's a colorful looking screen! Is that what you're referring to when you plug in the charger? We'll help however we can, we just want to ensure we're on the same page."
2893292,@115858 And this is how this tweet looks like on my #iphone8 screen #iphone8problems #appleproblems #iphoneproblems https://t.co/VUh8hBwx7J,@237411 We'd be happy to help. Have you updated to the last version of iOS? Make sure you have a backup prior to doing this.,device_functionality_issue,0.5172,0.2279,5,ESCALATE,Device-specific troubleshooting required,@490097 Let's get this figured out. We have some helpful steps here you can do as a workaround: https://t.co/sDSg93LaFu
2005339,@AppleSupport fix this. https://t.co/eB0OFjvGVb,@366649 Try the steps outlined here to see if they help: https://t.co/xU1AGHStV6 Let us know if that gets this resolved for you in DM. https://t.co/GDrqU22YpT,general_support,0.5,1.0,18,ESCALATE,Intent is too broad or unclear,"@618618 We're here to help. Take a look at this article and DM us if you need more help. 
https://t.co/6t5J4rmrmI https://t.co/GDrqU22YpT"
1623388,sick @115858 great update! always know exactly what i️ want to say “!?”,@497287 Thanks for reaching out to us for support. Please check out this link for help with your issue: https://t.co/gKAEL4wRnw,software_update_issue,0.6081,0.3039,12,ESCALATE,Low historical similarity,@424133 What concerns are you facing with your iPhone 7? We'd love to help.
94913,@AppleSupport The MacBook Pro was connected via USB for Xcode over the night when i slept :),@136634 Let's move to DM for a closer look. What is your current macOS version? https://t.co/GDrqU22YpT,connectivity_issue,0.4315,1.0,1,ESCALATE,Low intent confidence,@136634 Let's move to DM for a closer look. What is your current macOS version? https://t.co/GDrqU22YpT
6737,@AppleSupport The worst update ever!  The arabic font is a disaster !!! 🙃 we want the old font,@292032 Thanks for reaching out! We'd recommend leaving that request on our feedback page: https://t.co/eTPVYVFyd8,software_update_issue,0.4033,0.563,7,ESCALATE,Low intent confidence,@376363 Thanks for reaching out. You're welcome to share your feedback about the Arabic font with us here:  https://t.co/eTPVYVFyd8
1003827,@AppleSupport thanks. With headphones its fine it only occurs with speakers,"@357591 Good to know! Is it only when playing music, or when on phone calls using speakerphone also? What about using normally?",general_support,0.2725,1.0,19,ESCALATE,Intent is too broad or unclear,"@357591 Good to know! Is it only when playing music, or when on phone calls using speakerphone also? What about using normally?"
1644600,@AppleSupport @115858 Like that the hell...,@502576 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_support,0.2184,0.4651,2,ESCALATE,Intent is too broad or unclear,@186029 We'd be happy to continue working with you. Send us a DM. https://t.co/GDrqU22YpT
2321410,"did this update actually fix the I button issue, mines is still doing it and I updated my damn phone? @115858","@672711 We'd be happy to look into why the autocorrect issue is still continuing after the update for you. Go ahead and DM us which iPhone you're experiencing this on, and we'll continue there. https://t.co/GDrqU22YpT",software_update_issue,0.9124,0.2814,11,ESCALATE,Low historical similarity,@392019 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
80006,"@133761 @AppleSupport 🙏got it. Was afraid to try that, wasn’t sure if I’d be able to unmute. Much better UI!","@133760 We're glad to hear you got it figured out. If you run into any issues in the future, reach back out and we'll be happy to help.",general_support,0.2612,1.0,13,ESCALATE,Intent is too broad or unclear,"@133760 We're glad to hear you got it figured out. If you run into any issues in the future, reach back out and we'll be happy to help."
2374405,"I just updated my phone after Apple released an update that WAS supposed to fix the question mark problem but I’m still having problems,the fuck @115858 https://t.co/xnDB2VfBEx",@684950 We're here to help. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT,software_update_issue,0.9091,0.2925,8,ESCALATE,Low historical similarity,@670876 So we can continue with troubleshooting can you please message us in DM? https://t.co/GDrqU22YpT
1598569,@AppleSupport why does my keyboard do the A and the Question mark every time i type an i? https://t.co/OnxtySva8V,@490985 We can help! We've gotten your DM and will continue working with you there. https://t.co/GDrqU22YpT,device_functionality_issue,0.5751,1.0,4,ESCALATE,Device-specific troubleshooting required,@490985 We can help! We've gotten your DM and will continue working with you there. https://t.co/GDrqU22YpT
1793045,@115858 @AppleSupport #glitch #ios11 @116333 https://t.co/fgGcnYXnqU,"@538561 We're glad to help. Does the same behavior happen after a restart? Let us know in DM, and we'll continue there. https://t.co/GDrqU22YpT",other,0.4342,1.0,8,ESCALATE,Intent is too broad or unclear,"@538561 We're glad to help. Does the same behavior happen after a restart? Let us know in DM, and we'll continue there. https://t.co/GDrqU22YpT"
2123850,@AppleSupport when are you gonna release a decent update so my iPhone 6 don’t get switching itself off and draining battery ?,@625605 We want you to be able to use your iPhone and battery with no issues. Let's take a look at this further for you in DM. https://t.co/GDrqU22YpT,battery_issue,0.918,1.0,9,AUTO-HANDLE,High-confidence historical match,@625605 We want you to be able to use your iPhone and battery with no issues. Let's take a look at this further for you in DM. https://t.co/GDrqU22YpT
2484154,"@AppleSupport - Team, I’m unable to view the places I visited on google maps timeline. Need fix for it. I switched from Android to iOS. Not using Apple Maps as it is not giving navigation option for India Users. TIA!!",@709671 We'll be happy to help. DM us and we'll continue there. https://t.co/GDrqU22YpT,general_support,0.1725,0.3686,9,ESCALATE,Intent is too broad or unclear,@273067 Let's move over to DM so we may troubleshoot further. https://t.co/GDrqU22YpT
808194,@AppleSupport None pending. Just recent updates.,"@312573 Excellent! Just to make sure, have you made adjustments to your settings using the information here? https://t.co/mmF641wuOO",software_update_issue,0.4727,0.5357,12,ESCALATE,Low intent confidence,@769035 Thanks for confirming that.  Please send us a DM and we can investigate together. https://t.co/GDrqU22YpT
1588142,"@AppleSupport Yep, never had a problem with an upgrade before",@488444 Thanks! Send us a DM. We'll work from there. https://t.co/GDrqU22YpT,general_support,0.3296,1.0,11,ESCALATE,Intent is too broad or unclear,@488444 Thanks! Send us a DM. We'll work from there. https://t.co/GDrqU22YpT
829988,"@AppleSupport I can't partition my drive on my MacBook Pro 15"" mid 2015 with boot camp. I have restored it and all.","@317641 We’d like to understand more about this situation. Please DM us some details, and we’ll take it from there. https://t.co/GDrqU22YpT",information_or_how_to,0.224,0.3846,3,ESCALATE,Low intent confidence,@672839 That’s a great question. We can help. Here’s a link that will show you how to modify or delete that partition: https://t.co/0AAlfmqfSP
1470124,.@115858 your employee just told me that a disabled person shouldn’t be a primary account holder? Care to explain? @AppleSupport,@461228 We're more than happy to hear about your experience. Please tell us more in DM. https://t.co/GDrqU22YpT,account_or_billing_issue,0.5056,0.0,0,ESCALATE,Sensitive or unresolved issue,
1445596,"#iOS11
@AppleSupport 
I have an iPhone 6 which was great but unfortunately after iOS11 I charge my iPhone 3 times a day 🤬
Can I downgrade 🤯",@455454 Battery life is important. Can you let us know which version of iOS 11 you're running? Check by tapping Settings &gt; General &gt; About.,battery_issue,0.4731,0.4776,5,ESCALATE,Low intent confidence,"@456274 Battery life is important, and we want to be sure you're getting the most of out it. Which iOS version are you running now?"
1898008,@AppleSupport why after iOS 11.0.3 updates do both my iPhone5s have intermittent charging issues when using OEM wall chargers?,@565681 We're happy to assist them with this issue. Are you receiving any errors?  LEt us know in DM. https://t.co/GDrqU22YpT,software_update_issue,0.552,0.3068,17,ESCALATE,Low intent confidence,"@347509 Do you have any apps that are not updated currently?  Also, when did you update to iOS 11.0.3, please?"
1691820,@AppleSupport I appreciate ur help :)),@346602 You're welcome.,general_support,0.2976,0.6857,14,ESCALATE,Intent is too broad or unclear,@516062 We're happy to help any time! Don't hesitate to reach out to us with any questions in the future.
1394917,"iPhone updates that shut off all my alarms so I sleep through my midterm, thanks @115858","@444388 Let us know if you have updated to 11.0.3: https://t.co/80YRnjDFDk Send us a DM, please. https://t.co/GDrqU22YpT",software_update_issue,0.4049,0.2796,9,ESCALATE,Low intent confidence,@180635 That's not the experience we want you to have. Follow us to DM and we'll work together on this. https://t.co/GDrqU22YpT
1646722,@115858 get ur shit tg i️ can’t even type i️,@503148 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.728,0.7034,10,ESCALATE,Intent is too broad or unclear,@532233 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
